Transaction Amount,Transaction Country,Transaction Currency,Transaction Time,Transaction Day,Card Issuer,Card Type,Online Purchase,First Purchase,Customer Age,Account Age,Fraudulent
6719,CA,GBP,0,Weekday,Amex,Credit,1,0,20,3,0
2582,UK,GBP,10,Weekday,MasterCard,Credit,1,0,63,3,0
1094,AU,GBP,5,Weekend,Amex,Credit,0,0,56,10,0
4501,CA,GBP,14,Weekend,Amex,Debit,1,0,30,6,0
8800,UK,USD,11,Weekend,Discover,Debit,0,0,56,11,0
5711,Other,GBP,4,Weekday,Visa,Credit,1,0,33,9,0
9733,AU,AUD,22,Weekend,Visa,Credit,0,0,20,9,0
2876,Other,CAD,11,Weekday,Amex,Debit,0,0,43,3,0
3192,UK,GBP,21,Weekend,MasterCard,Credit,1,1,22,0,0
1838,Other,CAD,13,Weekday,Amex,Debit,0,0,20,2,0
690,Other,GBP,13,Weekday,MasterCard,Credit,0,0,45,7,0
3760,US,USD,18,Weekend,MasterCard,Debit,0,0,64,9,0
2104,UK,CAD,4,Weekend,Amex,Credit,1,0,69,6,0
366,Other,USD,2,Weekend,Discover,Credit,0,0,60,1,0
8093,CA,GBP,17,Weekday,Discover,Debit,0,0,47,6,0
4173,UK,AUD,5,Weekend,MasterCard,Debit,1,0,40,1,0
6034,US,AUD,8,Weekend,Visa,Credit,1,0,35,5,0
2379,AU,AUD,6,Weekend,Discover,Debit,1,0,22,7,0
1206,Other,AUD,20,Weekend,Discover,Credit,1,0,39,2,0
4989,CA,AUD,17,Weekday,MasterCard,Credit,0,0,62,11,0
5670,US,USD,1,Weekday,MasterCard,Credit,1,1,18,2,0
2736,UK,AUD,19,Weekday,MasterCard,Credit,1,0,44,7,0
9868,Other,GBP,9,Weekend,Discover,Debit,1,0,31,11,0
8491,US,USD,11,Weekend,Discover,Credit,0,0,58,12,0
957,US,USD,1,Weekend,Visa,Credit,1,0,26,7,0
9307,CA,AUD,12,Weekday,Visa,Debit,1,0,21,9,0
6624,AU,CAD,7,Weekend,Amex,Debit,1,0,70,5,0
1475,AU,GBP,22,Weekday,MasterCard,Credit,0,0,42,0,0
4461,AU,USD,6,Weekend,Discover,Credit,0,0,48,10,0
7003,UK,GBP,2,Weekday,Visa,Credit,1,0,49,2,0
6397,US,CAD,22,Weekday,MasterCard,Credit,0,1,19,9,0
2829,UK,USD,7,Weekend,MasterCard,Debit,1,1,65,6,0
2851,US,GBP,20,Weekend,Amex,Credit,0,0,54,1,0
2965,CA,AUD,0,Weekday,MasterCard,Debit,0,0,69,8,0
4595,CA,USD,14,Weekday,Visa,Credit,1,0,67,8,0
9142,UK,USD,0,Weekend,Amex,Debit,1,0,19,1,0
6645,UK,USD,11,Weekday,Discover,Debit,1,0,31,5,0
2851,CA,USD,10,Weekend,Amex,Credit,0,0,32,11,0
166,Other,AUD,15,Weekend,MasterCard,Debit,1,1,42,1,1
920,AU,CAD,3,Weekday,MasterCard,Debit,0,0,27,0,0
8306,AU,CAD,1,Weekday,Visa,Debit,1,0,45,9,0
3505,CA,GBP,22,Weekend,MasterCard,Debit,0,1,65,8,0
992,AU,AUD,2,Weekday,Discover,Credit,1,0,25,4,0
6048,Other,AUD,3,Weekday,Visa,Debit,1,1,70,11,1
3840,Other,GBP,17,Weekend,MasterCard,Credit,1,0,31,0,0
1259,US,AUD,11,Weekday,Discover,Debit,1,0,37,6,0
7610,UK,AUD,23,Weekday,Visa,Credit,1,0,59,10,0
8707,AU,USD,0,Weekday,MasterCard,Credit,0,0,30,2,0
4805,Other,USD,2,Weekday,Discover,Debit,0,1,36,5,0
68,UK,USD,3,Weekend,Discover,Credit,0,0,51,3,0
9789,UK,AUD,5,Weekday,Amex,Debit,1,0,43,11,0
5661,US,AUD,16,Weekday,Visa,Credit,0,1,54,2,0
4479,UK,CAD,7,Weekday,Amex,Debit,0,1,63,5,0
8211,UK,USD,17,Weekday,Discover,Debit,1,0,41,7,0
3522,CA,GBP,15,Weekend,Amex,Credit,0,0,70,5,0
573,US,AUD,20,Weekend,Amex,Credit,1,0,38,5,0
7083,US,USD,5,Weekend,Amex,Debit,1,0,41,4,0
7833,AU,CAD,23,Weekday,Visa,Debit,0,1,25,4,0
5396,UK,USD,18,Weekend,MasterCard,Debit,1,1,50,0,0
2259,AU,CAD,20,Weekend,Amex,Debit,1,0,22,3,0
6040,Other,CAD,7,Weekday,MasterCard,Credit,1,1,42,10,1
651,UK,AUD,3,Weekday,Visa,Credit,1,0,60,7,0
5742,Other,CAD,8,Weekend,MasterCard,Credit,0,0,57,5,0
6839,CA,CAD,7,Weekend,Visa,Credit,0,0,34,6,0
2588,UK,GBP,20,Weekday,MasterCard,Debit,1,0,42,11,0
7877,AU,CAD,18,Weekday,Visa,Debit,1,1,59,10,1
3263,AU,GBP,0,Weekday,Discover,Credit,0,0,63,10,0
1339,UK,GBP,20,Weekend,Visa,Debit,1,1,50,8,0
4997,AU,USD,20,Weekday,MasterCard,Debit,1,1,22,7,0
5781,UK,USD,3,Weekend,Amex,Credit,1,0,32,3,0
2828,US,AUD,9,Weekend,Discover,Credit,0,0,59,12,0
5233,AU,AUD,7,Weekend,Amex,Credit,0,0,32,6,0
2218,UK,AUD,2,Weekday,MasterCard,Credit,1,0,18,11,0
3540,UK,CAD,11,Weekend,Amex,Credit,1,0,60,2,0
7846,AU,USD,8,Weekend,Amex,Credit,1,0,35,4,0
9230,US,CAD,2,Weekend,Visa,Credit,1,1,23,2,1
4384,AU,USD,3,Weekend,MasterCard,Debit,1,0,51,11,0
2962,UK,CAD,5,Weekday,Amex,Debit,1,1,19,6,1
3227,US,AUD,8,Weekend,Amex,Debit,0,0,34,2,0
6838,Other,USD,1,Weekday,Amex,Credit,1,0,22,7,0
7032,CA,USD,1,Weekday,MasterCard,Credit,1,0,37,9,0
9291,AU,GBP,17,Weekend,Discover,Credit,1,0,31,12,0
9132,UK,USD,20,Weekend,Amex,Debit,0,0,29,7,0
3717,US,USD,21,Weekday,Amex,Credit,1,0,21,5,0
3415,US,CAD,2,Weekday,Discover,Debit,1,0,58,8,0
1449,Other,AUD,2,Weekday,Discover,Credit,1,1,67,1,1
571,AU,GBP,17,Weekday,Discover,Debit,1,0,27,5,0
2905,US,CAD,5,Weekend,Amex,Debit,0,0,56,10,0
2506,Other,USD,0,Weekend,Visa,Credit,1,0,47,3,0
918,UK,CAD,14,Weekend,MasterCard,Credit,1,1,54,6,0
6983,Other,AUD,10,Weekend,Amex,Debit,1,0,64,10,0
7428,AU,GBP,9,Weekday,Discover,Debit,1,0,43,0,0
6337,Other,CAD,3,Weekday,Discover,Credit,0,0,62,3,0
1679,US,USD,13,Weekend,Discover,Credit,0,1,63,12,0
616,US,CAD,1,Weekend,Discover,Credit,0,0,21,12,0
9942,CA,USD,12,Weekend,Visa,Credit,1,0,23,10,0
7087,Other,GBP,15,Weekday,MasterCard,Debit,1,0,32,9,0
4750,UK,GBP,11,Weekend,Visa,Credit,0,0,62,3,0
3506,AU,CAD,21,Weekday,Visa,Debit,0,0,62,5,0
4530,CA,GBP,4,Weekday,MasterCard,Credit,0,0,35,9,0
1136,Other,AUD,18,Weekday,Amex,Debit,1,0,34,10,0
8567,UK,CAD,2,Weekday,Amex,Credit,0,0,50,5,0
7227,CA,USD,20,Weekend,Visa,Debit,0,0,53,5,0
5163,US,CAD,19,Weekday,MasterCard,Credit,1,0,60,3,0
207,AU,USD,20,Weekday,Discover,Credit,1,0,42,4,0
4876,Other,GBP,1,Weekend,MasterCard,Credit,1,0,68,12,0
1320,UK,USD,16,Weekend,Amex,Credit,1,0,45,10,0
1142,US,USD,20,Weekday,Visa,Debit,1,0,30,11,0
4628,CA,USD,10,Weekend,Discover,Credit,0,0,49,7,0
7390,AU,USD,0,Weekend,Amex,Credit,1,1,65,2,1
2691,CA,AUD,18,Weekday,Discover,Credit,1,0,36,12,0
7324,CA,USD,7,Weekend,MasterCard,Credit,1,0,48,5,0
3256,UK,CAD,10,Weekday,MasterCard,Debit,0,0,32,0,0
8282,US,AUD,7,Weekday,Amex,Credit,0,0,61,9,0
5214,Other,USD,16,Weekend,Amex,Debit,1,0,40,10,0
4109,UK,USD,19,Weekend,Discover,Credit,0,1,57,5,0
3021,AU,USD,5,Weekend,Discover,Credit,1,0,44,8,0
1858,CA,AUD,6,Weekday,MasterCard,Debit,0,0,18,12,0
8997,AU,USD,20,Weekend,Visa,Credit,1,0,39,10,0
9137,UK,USD,12,Weekday,Discover,Credit,1,0,25,7,0
2790,UK,USD,6,Weekend,MasterCard,Credit,1,0,22,4,0
3876,Other,GBP,10,Weekday,Visa,Credit,1,0,41,6,0
7606,CA,CAD,9,Weekend,Amex,Credit,1,0,50,4,0
9803,UK,USD,7,Weekday,Amex,Debit,0,0,29,2,0
8136,AU,CAD,9,Weekend,Discover,Credit,0,0,21,8,0
6056,Other,GBP,21,Weekend,Visa,Credit,0,0,32,10,0
3883,AU,GBP,10,Weekend,MasterCard,Credit,1,1,26,6,1
7176,CA,USD,19,Weekend,Discover,Debit,1,0,59,7,0
7130,Other,CAD,16,Weekend,MasterCard,Debit,0,0,70,6,0
5022,Other,AUD,10,Weekday,Visa,Debit,1,0,30,6,0
4736,Other,USD,15,Weekday,Discover,Credit,1,0,27,7,0
2388,US,AUD,4,Weekend,Visa,Credit,0,0,59,7,0
6583,Other,GBP,9,Weekday,Visa,Credit,0,0,31,5,0
9134,AU,GBP,19,Weekday,Visa,Credit,0,0,68,12,0
5867,AU,CAD,4,Weekend,MasterCard,Credit,1,1,68,3,1
2567,CA,AUD,19,Weekend,Amex,Debit,1,0,18,4,0
976,UK,AUD,8,Weekday,Discover,Credit,0,1,44,5,0
7213,UK,USD,2,Weekday,MasterCard,Debit,1,0,39,10,0
9147,US,CAD,2,Weekend,Visa,Debit,1,0,39,8,0
1263,Other,CAD,9,Weekend,MasterCard,Debit,1,0,43,4,0
5048,US,AUD,6,Weekend,Visa,Credit,0,1,41,8,0
9136,CA,GBP,1,Weekday,Visa,Credit,1,1,47,8,1
7383,CA,CAD,7,Weekend,Visa,Debit,0,0,57,7,0
6232,UK,GBP,11,Weekday,Visa,Debit,1,1,34,9,0
3328,CA,USD,21,Weekend,MasterCard,Debit,1,0,40,5,0
5631,Other,CAD,8,Weekend,Visa,Debit,0,1,27,0,1
2260,AU,CAD,10,Weekday,MasterCard,Debit,1,0,50,12,0
1258,CA,USD,18,Weekend,MasterCard,Credit,1,0,25,4,0
465,US,CAD,19,Weekday,Amex,Debit,1,0,22,10,0
3295,Other,AUD,22,Weekday,MasterCard,Debit,1,0,51,2,0
6775,CA,AUD,16,Weekday,Amex,Credit,1,0,68,8,0
7432,CA,USD,12,Weekend,Amex,Debit,1,0,44,3,0
1231,Other,GBP,0,Weekend,Amex,Debit,0,0,48,6,0
9077,CA,GBP,0,Weekend,MasterCard,Debit,1,0,42,5,0
3806,AU,CAD,7,Weekday,Amex,Debit,1,0,19,5,0
6420,UK,GBP,12,Weekend,Discover,Credit,1,0,37,4,0
5751,Other,GBP,5,Weekend,Visa,Credit,0,1,60,0,1
3857,US,USD,2,Weekend,MasterCard,Debit,1,0,20,2,0
3136,CA,GBP,15,Weekend,Visa,Debit,1,0,58,4,0
6954,UK,GBP,9,Weekend,MasterCard,Debit,1,0,57,1,0
9117,US,GBP,6,Weekday,Amex,Debit,1,0,55,10,0
6035,US,AUD,21,Weekend,Discover,Credit,0,0,63,1,0
4590,AU,AUD,20,Weekend,Amex,Credit,0,1,57,12,1
1547,UK,USD,2,Weekend,MasterCard,Credit,1,1,32,3,0
6066,Other,CAD,13,Weekday,Amex,Debit,0,0,44,6,0
1095,UK,USD,15,Weekend,Discover,Credit,1,0,41,0,0
2412,UK,CAD,3,Weekday,Visa,Debit,1,0,52,8,0
2618,US,CAD,12,Weekday,Visa,Debit,1,1,40,11,0
8955,AU,GBP,0,Weekend,Amex,Credit,1,0,25,0,0
4146,AU,GBP,4,Weekday,MasterCard,Debit,1,0,39,7,0
2776,UK,USD,17,Weekday,MasterCard,Credit,0,1,33,5,0
6629,UK,USD,11,Weekday,Visa,Credit,0,0,23,0,0
3156,CA,USD,10,Weekend,Discover,Debit,1,0,56,6,0
3971,US,AUD,8,Weekday,Amex,Credit,1,0,62,1,0
7973,Other,AUD,6,Weekend,Amex,Debit,1,0,69,0,0
8776,Other,AUD,13,Weekend,Visa,Debit,1,1,46,7,1
5416,AU,AUD,23,Weekday,MasterCard,Credit,1,0,43,1,0
4332,US,AUD,2,Weekday,Amex,Credit,1,0,26,8,0
1943,AU,GBP,15,Weekday,MasterCard,Credit,0,0,36,5,0
6027,Other,CAD,6,Weekend,MasterCard,Credit,1,0,24,0,0
8302,UK,AUD,0,Weekend,Visa,Credit,0,0,65,10,0
192,US,USD,5,Weekday,MasterCard,Debit,1,0,42,7,0
9096,US,CAD,5,Weekday,Discover,Debit,1,1,41,6,1
862,CA,AUD,9,Weekend,Discover,Credit,0,0,56,11,0
6712,UK,AUD,11,Weekend,Visa,Credit,1,0,64,10,0
9276,UK,GBP,21,Weekend,Amex,Credit,1,0,54,0,0
650,AU,GBP,18,Weekday,MasterCard,Debit,1,1,51,7,0
4135,US,GBP,5,Weekday,Discover,Debit,0,0,46,1,0
7588,AU,AUD,13,Weekend,Visa,Debit,1,0,51,7,0
8829,UK,GBP,2,Weekend,Visa,Credit,1,0,37,8,0
1037,CA,AUD,9,Weekday,MasterCard,Debit,0,1,22,12,0
4132,US,CAD,8,Weekend,Visa,Credit,0,0,61,12,0
2149,UK,CAD,22,Weekday,Amex,Credit,1,0,53,4,0
5458,CA,AUD,19,Weekend,MasterCard,Credit,0,0,47,4,0
6080,Other,USD,18,Weekend,Amex,Debit,1,1,67,6,1
2431,UK,AUD,21,Weekend,Discover,Debit,1,0,37,0,0
1880,Other,CAD,14,Weekend,Discover,Credit,0,0,28,4,0
7543,AU,CAD,8,Weekday,Discover,Credit,1,0,38,11,0
2012,Other,AUD,18,Weekend,Discover,Credit,1,0,37,0,0
3374,UK,AUD,7,Weekend,Visa,Debit,0,0,23,10,0
7358,Other,AUD,21,Weekday,Amex,Debit,1,1,62,7,1
1290,US,CAD,3,Weekday,Visa,Credit,0,0,43,7,0
1448,UK,USD,4,Weekday,Visa,Credit,0,0,40,0,0
3200,CA,AUD,18,Weekend,Discover,Credit,0,0,22,1,0
6382,Other,CAD,13,Weekday,Amex,Credit,0,1,42,6,1
7523,US,AUD,17,Weekend,MasterCard,Debit,1,0,46,6,0
6060,AU,CAD,18,Weekday,MasterCard,Debit,1,0,21,11,0
3184,AU,AUD,5,Weekend,MasterCard,Debit,0,0,44,8,0
5463,Other,CAD,4,Weekday,Amex,Credit,0,0,27,2,0
3217,AU,AUD,10,Weekday,Discover,Debit,1,0,51,1,0
3137,CA,GBP,23,Weekday,Discover,Debit,0,0,44,9,0
3319,UK,AUD,4,Weekend,Amex,Debit,0,0,25,7,0
2783,US,CAD,7,Weekend,Discover,Credit,1,0,69,10,0
9183,Other,AUD,4,Weekday,Amex,Debit,1,0,69,6,0
7658,AU,USD,10,Weekend,Amex,Debit,1,0,52,2,0
4921,UK,AUD,12,Weekend,MasterCard,Credit,0,1,45,10,0
6325,CA,AUD,5,Weekend,MasterCard,Credit,1,0,26,2,0
6328,AU,AUD,4,Weekend,Visa,Credit,1,0,69,6,0
8418,AU,USD,17,Weekend,Amex,Credit,1,0,51,12,0
777,US,USD,9,Weekday,MasterCard,Debit,0,0,47,11,0
5209,CA,USD,15,Weekend,MasterCard,Credit,1,0,34,10,0
688,CA,GBP,21,Weekday,MasterCard,Debit,0,1,50,4,0
530,Other,USD,13,Weekday,Discover,Credit,1,0,46,8,0
5068,US,GBP,22,Weekday,MasterCard,Credit,0,0,66,9,0
8081,Other,AUD,14,Weekend,Discover,Debit,1,1,54,6,1
5519,US,GBP,2,Weekend,MasterCard,Credit,0,0,30,0,0
2154,CA,AUD,2,Weekday,Discover,Credit,1,1,46,0,0
9487,US,GBP,11,Weekday,Discover,Debit,0,0,57,5,0
6095,US,USD,22,Weekday,MasterCard,Debit,1,0,56,4,0
6975,US,USD,14,Weekday,Amex,Credit,1,0,31,4,0
9719,UK,GBP,10,Weekend,Visa,Credit,1,0,25,10,0
4775,UK,GBP,9,Weekday,Visa,Credit,0,0,49,10,0
7693,CA,USD,19,Weekday,Amex,Debit,1,1,28,12,1
3104,US,AUD,14,Weekend,MasterCard,Debit,0,0,52,11,0
2441,CA,AUD,17,Weekday,Amex,Credit,1,0,22,7,0
4136,UK,AUD,13,Weekend,MasterCard,Debit,1,1,67,10,0
7125,US,AUD,5,Weekday,MasterCard,Debit,1,0,54,7,0
5202,Other,CAD,13,Weekend,MasterCard,Credit,0,1,62,8,1
845,UK,AUD,15,Weekend,MasterCard,Credit,0,0,22,10,0
447,UK,CAD,1,Weekend,MasterCard,Credit,1,0,19,10,0
3916,UK,CAD,18,Weekday,Amex,Credit,0,0,43,3,0
3110,US,USD,4,Weekend,Amex,Debit,1,0,47,4,0
1235,AU,USD,10,Weekday,Visa,Credit,1,0,30,11,0
6588,Other,GBP,10,Weekend,MasterCard,Credit,1,0,55,6,0
227,Other,AUD,20,Weekend,Amex,Debit,1,0,66,2,0
4144,CA,AUD,18,Weekend,Amex,Debit,1,0,57,11,0
7186,US,USD,17,Weekday,MasterCard,Debit,0,0,44,5,0
5559,UK,USD,7,Weekend,MasterCard,Debit,1,0,34,2,0
187,AU,USD,22,Weekend,Amex,Debit,0,0,68,3,0
2536,US,GBP,11,Weekend,MasterCard,Debit,0,0,32,9,0
1933,US,AUD,8,Weekend,Discover,Debit,0,0,50,7,0
9041,AU,GBP,2,Weekday,Amex,Credit,0,0,47,9,0
2033,UK,CAD,5,Weekday,Visa,Credit,1,0,49,10,0
1253,US,CAD,20,Weekend,MasterCard,Debit,1,0,67,3,0
5510,Other,AUD,20,Weekend,Discover,Credit,0,1,24,10,1
5075,Other,USD,23,Weekend,Visa,Debit,1,0,56,11,0
1882,AU,USD,0,Weekend,Visa,Credit,0,0,33,12,0
270,UK,GBP,16,Weekday,Visa,Debit,0,0,28,11,0
1631,AU,CAD,2,Weekend,MasterCard,Debit,0,0,54,3,0
4406,US,CAD,17,Weekend,Visa,Debit,1,0,70,6,0
6140,Other,AUD,17,Weekday,Amex,Debit,1,1,31,2,1
1575,CA,CAD,1,Weekend,Amex,Debit,1,0,40,11,0
1696,AU,USD,3,Weekend,MasterCard,Debit,1,0,48,2,0
3259,CA,USD,0,Weekday,MasterCard,Credit,1,0,45,10,0
3263,CA,USD,9,Weekend,Visa,Credit,1,0,59,0,0
1446,Other,AUD,4,Weekday,MasterCard,Credit,1,0,22,6,0
6264,AU,GBP,4,Weekend,Amex,Credit,1,0,41,10,0
8412,CA,CAD,8,Weekday,Amex,Credit,1,0,68,3,0
53,US,AUD,13,Weekday,Amex,Credit,0,1,35,6,0
9950,UK,GBP,20,Weekend,MasterCard,Debit,0,0,21,1,0
5571,UK,AUD,12,Weekend,Amex,Debit,1,0,40,4,0
7580,Other,CAD,12,Weekend,MasterCard,Credit,0,0,26,11,0
1667,AU,USD,23,Weekend,Discover,Debit,1,1,68,6,0
6902,AU,GBP,0,Weekday,Visa,Credit,1,0,28,11,0
2786,UK,GBP,16,Weekend,Discover,Credit,1,1,52,11,1
720,US,AUD,19,Weekend,Amex,Debit,0,0,28,8,0
8598,UK,AUD,7,Weekend,Visa,Debit,1,1,24,9,1
6856,UK,USD,2,Weekday,Amex,Credit,1,1,34,3,1
2295,AU,AUD,16,Weekday,Amex,Debit,1,0,35,5,0
8264,CA,CAD,11,Weekday,Discover,Debit,1,0,43,2,0
9422,US,CAD,17,Weekday,Amex,Credit,1,0,64,1,0
9760,AU,CAD,13,Weekday,Visa,Credit,1,0,66,9,0
4483,UK,CAD,10,Weekend,Amex,Credit,0,0,43,11,0
699,CA,USD,15,Weekend,Visa,Credit,0,0,34,10,0
7244,US,USD,3,Weekend,Discover,Debit,1,0,27,1,0
9019,Other,USD,17,Weekday,MasterCard,Credit,0,0,47,4,0
5919,US,AUD,6,Weekend,Amex,Debit,1,0,32,2,0
349,US,USD,10,Weekday,Discover,Debit,1,0,65,1,0
5375,UK,GBP,15,Weekday,Amex,Credit,0,0,64,1,0
7870,UK,GBP,15,Weekday,Visa,Debit,0,0,43,2,0
308,Other,GBP,2,Weekday,Amex,Credit,1,0,58,0,0
3417,Other,AUD,22,Weekday,MasterCard,Debit,0,0,45,10,0
4821,Other,AUD,23,Weekend,Amex,Debit,1,0,70,12,1
3559,AU,USD,8,Weekend,MasterCard,Debit,1,0,36,7,0
4479,AU,CAD,7,Weekend,MasterCard,Credit,1,0,18,8,0
6532,UK,GBP,6,Weekend,Amex,Debit,0,0,51,11,0
4621,UK,AUD,16,Weekday,Discover,Credit,0,0,55,0,0
2986,Other,GBP,10,Weekend,Amex,Debit,1,1,41,12,1
8113,AU,USD,3,Weekend,MasterCard,Credit,1,0,58,4,0
8468,CA,AUD,3,Weekday,Discover,Debit,1,0,41,7,0
2548,AU,CAD,4,Weekday,MasterCard,Debit,1,0,35,12,0
337,UK,CAD,7,Weekday,MasterCard,Debit,0,0,18,1,0
2980,AU,AUD,9,Weekend,Amex,Credit,1,0,27,0,0
3969,UK,CAD,16,Weekend,Visa,Debit,1,1,21,4,0
911,Other,USD,5,Weekend,Amex,Credit,0,1,31,0,1
1997,Other,CAD,8,Weekday,Visa,Debit,0,0,38,5,0
3130,Other,GBP,9,Weekday,Visa,Credit,1,1,43,8,1
5448,CA,GBP,7,Weekday,Amex,Debit,0,0,55,7,0
6130,CA,GBP,14,Weekday,Visa,Debit,1,1,69,11,0
5851,UK,AUD,17,Weekday,MasterCard,Debit,0,1,22,5,0
4205,US,AUD,22,Weekday,Discover,Credit,1,1,32,3,0
7447,CA,AUD,4,Weekend,Amex,Credit,1,1,41,6,1
8520,UK,AUD,17,Weekday,Visa,Debit,0,0,27,11,0
9992,AU,AUD,0,Weekday,MasterCard,Credit,1,0,52,5,0
315,Other,USD,1,Weekday,Discover,Credit,0,0,34,6,0
1135,Other,AUD,9,Weekday,Visa,Debit,0,1,49,1,0
4877,Other,CAD,5,Weekday,Visa,Debit,1,1,26,6,1
8103,UK,USD,23,Weekday,MasterCard,Debit,1,0,48,9,0
9713,Other,AUD,18,Weekday,Discover,Debit,1,0,58,3,0
8348,CA,CAD,20,Weekday,Discover,Credit,1,0,32,4,0
5593,AU,USD,10,Weekday,MasterCard,Credit,1,0,67,10,0
1725,Other,GBP,17,Weekend,Discover,Debit,0,0,20,6,0
3344,UK,USD,15,Weekend,Amex,Credit,0,0,57,9,0
887,AU,AUD,7,Weekend,Discover,Credit,1,0,52,10,0
722,Other,USD,3,Weekend,Visa,Credit,0,0,68,1,0
7679,US,USD,10,Weekday,Discover,Debit,1,0,30,0,0
9105,Other,GBP,9,Weekend,Amex,Debit,1,0,39,4,0
3358,CA,USD,15,Weekend,Amex,Debit,1,0,65,9,0
871,AU,USD,11,Weekday,Visa,Debit,1,0,24,0,0
6752,CA,GBP,21,Weekday,Visa,Debit,1,0,37,12,0
498,US,AUD,2,Weekday,Amex,Credit,1,0,54,5,0
1757,US,CAD,10,Weekday,MasterCard,Debit,1,0,43,1,0
1118,CA,USD,23,Weekend,Amex,Debit,1,1,36,12,0
2829,AU,GBP,15,Weekday,Discover,Credit,0,0,47,1,0
1648,US,USD,23,Weekday,Visa,Debit,1,0,51,3,0
6993,US,AUD,2,Weekday,MasterCard,Credit,1,0,52,9,0
6772,Other,AUD,9,Weekend,Amex,Credit,1,1,45,1,1
143,UK,GBP,20,Weekend,Visa,Debit,0,0,52,8,0
2762,US,CAD,15,Weekday,Discover,Credit,1,0,51,11,0
3436,AU,CAD,6,Weekend,MasterCard,Credit,1,0,65,2,0
6623,AU,USD,14,Weekday,MasterCard,Credit,1,0,66,12,0
7070,Other,GBP,14,Weekend,MasterCard,Debit,0,0,33,7,0
4513,AU,CAD,9,Weekday,Discover,Credit,1,0,65,6,0
1849,Other,AUD,2,Weekend,Visa,Credit,0,0,68,10,0
2697,US,CAD,5,Weekend,Amex,Credit,1,1,49,10,1
1718,US,GBP,17,Weekend,Visa,Credit,0,0,34,6,0
3073,US,AUD,21,Weekday,Discover,Credit,1,0,41,3,0
9260,US,USD,4,Weekend,Visa,Debit,0,0,22,3,0
2787,UK,AUD,15,Weekend,MasterCard,Credit,1,0,29,11,0
3792,UK,CAD,12,Weekend,Amex,Credit,1,0,39,0,0
9481,US,CAD,2,Weekday,Discover,Debit,1,1,29,7,0
3872,AU,CAD,14,Weekend,MasterCard,Credit,1,0,46,0,0
1807,Other,USD,22,Weekday,Visa,Credit,0,0,56,12,0
1505,CA,CAD,19,Weekday,MasterCard,Credit,0,1,56,3,0
3309,Other,GBP,5,Weekday,Visa,Debit,0,1,53,2,0
7118,CA,USD,21,Weekday,Visa,Debit,1,0,23,12,0
5049,CA,AUD,3,Weekday,Discover,Debit,1,1,65,0,0
8264,US,CAD,14,Weekend,Visa,Credit,1,1,25,6,1
1691,CA,GBP,17,Weekday,MasterCard,Credit,1,1,23,6,0
9537,US,GBP,8,Weekend,Discover,Debit,1,0,47,1,0
3304,UK,USD,19,Weekend,Amex,Debit,0,0,36,9,0
3114,AU,GBP,3,Weekday,Discover,Debit,0,0,47,4,0
9075,CA,USD,15,Weekday,MasterCard,Debit,0,0,42,7,0
7851,AU,USD,17,Weekday,Visa,Debit,0,1,27,0,0
6417,US,USD,4,Weekend,Discover,Credit,1,0,65,12,0
1505,CA,AUD,12,Weekend,Discover,Credit,1,0,19,8,0
8925,Other,AUD,5,Weekend,Discover,Credit,0,0,63,6,0
9941,UK,GBP,21,Weekend,MasterCard,Credit,1,0,60,6,0
3925,UK,AUD,18,Weekend,Visa,Credit,1,0,41,11,0
8616,CA,USD,11,Weekend,Amex,Credit,0,0,45,1,0
9784,UK,USD,14,Weekend,Amex,Credit,1,0,51,7,0
4486,Other,AUD,8,Weekend,Visa,Credit,0,0,20,10,0
8101,AU,GBP,6,Weekend,Amex,Credit,1,1,43,11,1
8685,Other,USD,13,Weekday,Visa,Debit,0,0,39,2,0
192,UK,AUD,18,Weekend,Discover,Credit,1,0,49,12,0
8691,AU,CAD,19,Weekday,Discover,Credit,1,0,60,9,0
4918,Other,GBP,15,Weekday,MasterCard,Credit,1,0,53,6,0
5832,US,GBP,22,Weekend,Discover,Debit,1,0,31,2,0
9449,US,GBP,23,Weekend,MasterCard,Debit,1,0,54,5,0
4323,AU,CAD,21,Weekend,Amex,Credit,0,1,20,12,0
7000,AU,USD,3,Weekend,Amex,Credit,0,0,45,0,0
9009,AU,GBP,11,Weekend,Discover,Credit,0,0,43,3,0
7283,US,AUD,17,Weekend,Visa,Credit,0,0,57,8,0
9666,Other,GBP,7,Weekday,Amex,Debit,1,0,27,6,0
9279,AU,AUD,16,Weekday,Amex,Debit,0,0,61,6,0
1875,US,GBP,23,Weekend,Amex,Credit,1,0,43,3,0
9063,AU,AUD,2,Weekday,Visa,Debit,0,0,57,9,0
4764,AU,AUD,3,Weekday,Discover,Debit,0,0,40,10,0
8465,AU,AUD,9,Weekday,MasterCard,Debit,1,0,24,0,0
9222,US,CAD,15,Weekday,Visa,Debit,0,0,51,0,0
1052,Other,CAD,19,Weekday,Visa,Credit,0,0,29,10,0
9766,US,CAD,1,Weekday,Amex,Debit,0,0,39,2,0
7539,US,USD,11,Weekend,MasterCard,Debit,0,0,69,12,0
7412,AU,AUD,15,Weekday,Visa,Credit,1,0,28,11,0
6321,CA,USD,9,Weekday,Amex,Credit,1,0,26,6,0
2106,CA,CAD,4,Weekday,Visa,Credit,1,0,22,6,0
308,CA,AUD,11,Weekday,Amex,Credit,1,0,23,4,0
7738,US,USD,2,Weekend,MasterCard,Debit,1,0,24,8,0
